name	eng	chi	refined
WDPCP	From NCBI Gene:This gene encodes a cytoplasmic WD40 repeat protein. A similar gene in frogs encodes a planar cell polarity protein that plays a critical role in collective cell movement and ciliogenesis by mediating septin localization. Mutations in this gene are associated with Bardet-Biedl syndrome 15 and may also play a role in Meckel-Gruber syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]From UniProt:Probable effector of the planar cell polarity signaling pathway which regulates the septin cytoskeleton in both ciliogenesis and collective cell movements. Together with FUZ and WDPCP proposed to function as core component of the CPLANE (ciliogenesis and planar polarity effectors) complex involved in the recruitment of peripheral IFT-A proteins to basal bodies.<> <>	来自NCBI基因：该基因编码细胞质WD40重复蛋白。青蛙中的相似基因编码平面细胞极性蛋白质，其通过介导septin定位在集体细胞运动和纤毛发生中起关键作用。该基因突变与Bardet-Biedl综合征相关[15]，也可能在Meckel-Gruber综合征中发挥作用。选择性剪接产生多种转录本变体。 [由RefSeq提供，2014年6月]来自UniProt：平面细胞极性信号传导途径的可能效应器，其调控细胞生成和集体细胞运动中的细胞骨架。与FUZ和WDPCP一起被提议作为CPLANE（纤维发生和平面极性效应器）复合体的核心组成部分，参与将外周IFT-A蛋白募集至基体。<> <>	0
VPS13B	Researchers are still working to determine the exact role of the VPS13B gene (also called the <em>COH1</em> gene) in the human body. Studies show that the protein produced from this gene is a part of the Golgi apparatus, which is a cell structure in which newly produced proteins are modified so they can carry out their functions. In particular, the VPS13B protein is involved in a modification called glycosylation, which is the attachment of sugar molecules to proteins. The VPS13B protein also appears to be involved in the sorting and transporting of proteins inside the cell.Studies suggest several functions for the VPS13B protein in the body. The protein appears to play an important role in the normal growth and development of nerve cells (neurons). It may also be involved in the growth and development of adipocytes, which are cells that store fats for energy, and may play a role in the storage and distribution of fats in the body.<> <>	研究人员仍在努力确定VPS13B基因（也称为COH1基因）在人体中的确切作用。研究表明，由该基因产生的蛋白质是高尔基体的一部分，它是一种细胞结构，其中新产生的蛋白质被修饰以便它们能够发挥其功能。特别是，VPS13B蛋白参与了一种称为糖基化的修饰，即糖分子与蛋白质的连接。 VPS13B蛋白似乎也参与细胞内蛋白质的分选和转运。研究表明VPS13B蛋白在体内具有多种功能。蛋白质似乎在神经细胞（神经元）的正常生长和发育中起重要作用。它也可能参与脂肪细胞的生长和发育，脂肪细胞是储存能量的脂肪细胞，可能在体内脂肪的储存和分配中起作用。<> <>	0
VHL	The VHL gene provides instructions for making a protein that functions as part of a complex (a group of proteins that work together) called the VCB-CUL2 complex. This complex targets other proteins to be broken down (degraded) by the cell when they are no longer needed. Protein degradation is a normal process that removes damaged or unnecessary proteins and helps maintain the normal functions of cells.One of the targets of the VCB-CUL2 complex is a protein called hypoxia-inducible factor 2-alpha (HIF-2α). HIF-2α is one part (subunit) of a larger protein complex called HIF, which plays a critical role in the body's ability to adapt to changing oxygen levels. HIF controls several genes involved in cell division, the formation of new blood vessels, and the production of red blood cells. It is the major regulator of a hormone called erythropoietin, which controls red blood cell production. HIF's function is particularly important when oxygen levels are lower than normal (hypoxia). However, when adequate oxygen is available, the VCB-CUL2 complex keeps HIF from building up inappropriately in cells.The VHL protein likely plays a role in other cellular functions, including the regulation of other genes and control of cell division. Based on this function, the VHL protein is classified as a tumor suppressor, which means it prevents cells from growing and dividing too rapidly or in an uncontrolled way. The VHL protein is also involved in the formation of the extracellular matrix, which is an intricate lattice that forms in the spaces between cells and provides structural support to tissues.<> <>	VHL基因提供了制造一种蛋白质的说明，该蛋白质作为复合物（称为VCB-CUL2复合物的一组蛋白质）的一部分发挥功能。这种复合物的目标是其他蛋白质在细胞不再需要时被细胞分解（降解）。蛋白质降解是一种正常过程，可去除受损或不必要的蛋白质，并有助于维持细胞的正常功能。VCB-CUL2复合物的一个靶标是称为缺氧诱导因子2-α（HIF-2α）的蛋白质。 HIF-2α是称为HIF的较大蛋白质复合物的一部分（亚基），其在机体适应变化的氧水平的能力中起关键作用。 HIF控制参与细胞分裂，新血管形成和红细胞生成的几种基因。它是控制红细胞生成的称为促红细胞生成素的激素的主要调节剂。当氧气水平低于正常（缺氧）时，HIF的功能尤为重要。然而，当有足够的氧气供应时，VCB-CUL2复合体使HIF不能在细胞中不适当地形成.VHL蛋白可能在其他细胞功能中起作用，包括调节其他基因和控制细胞分裂。基于这一功能，VHL蛋白被归类为肿瘤抑制因子，这意味着它可以防止细胞生长和分裂过快或不受控制的方式。 VHL蛋白也参与细胞外基质的形成，细胞外基质是在细胞间空间形成的复杂晶格，并为组织提供结构支持。<> <>	0
VCL	From NCBI Gene:Vinculin is a cytoskeletal protein associated with cell-cell and cell-matrix junctions, where it is thought to function as one of several interacting proteins involved in anchoring F-actin to the membrane. Defects in VCL are the cause of cardiomyopathy dilated type 1W. Dilated cardiomyopathy is a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Multiple alternatively spliced transcript variants have been found for this gene, but the biological validity of some variants has not been determined. [provided by RefSeq, Jul 2008]From UniProt:Actin filament (F-actin)-binding protein involved in cell-matrix adhesion and cell-cell adhesion. Regulates cell-surface E-cadherin expression and potentiates mechanosensing by the E-cadherin complex. May also play important roles in cell morphology and locomotion.<> <>	来自NCBI基因：纽蛋白是与细胞 - 细胞和细胞 - 基质连接相关的细胞骨架蛋白，其被认为是将F-肌动蛋白锚定到膜上的几种相互作用蛋白之一。 VCL缺陷是导致心肌病扩张型1W的原因。扩张型心肌病是一种以心室扩张和收缩功能受损为特征的疾病，导致充血性心力衰竭和心律失常。已经发现该基因存在多个可变剪接的转录物变体，但是一些变体的生物有效性尚未确定。 [由RefSeq，2008年7月提供]来自UniProt：参与细胞 - 基质粘附和细胞 - 细胞粘附的肌动蛋白丝（F-肌动蛋白）结合蛋白。通过E-钙粘蛋白复合物调节细胞表面E-钙粘蛋白表达并增强机械感应。也可能在细胞形态和运动中发挥重要作用	0
UCP3	From NCBI Gene:Mitochondrial uncoupling proteins (UCP) are members of the larger family of mitochondrial anion carrier proteins (MACP). UCPs separate oxidative phosphorylation from ATP synthesis with energy dissipated as heat, also referred to as the mitochondrial proton leak. UCPs facilitate the transfer of anions from the inner to the outer mitochondrial membrane and the return transfer of protons from the outer to the inner mitochondrial membrane. They also reduce the mitochondrial membrane potential in mammalian cells. The different UCPs have tissue-specific expression; this gene is primarily expressed in skeletal muscle. This gene's protein product is postulated to protect mitochondria against lipid-induced oxidative stress. Expression levels of this gene increase when fatty acid supplies to mitochondria exceed their oxidation capacity and the protein enables the export of fatty acids from mitochondria. UCPs contain the three solcar protein domains typically found in MACPs. Two splice variants have been found for this gene.[provided by RefSeq, Nov 2008]From UniProt:UCP are mitochondrial transporter proteins that create proton leaks across the inner mitochondrial membrane, thus uncoupling oxidative phosphorylation. As a result, energy is dissipated in the form of heat. May play a role in the modulation of tissue respiratory control. Participates in thermogenesis and energy balance.<> <>	来自NCBI基因：线粒体解偶联蛋白（UCP）是线粒体阴离子载体蛋白（MACP）较大家族的成员。 UCP将ATP合成中的氧化磷酸化作用与作为热量消耗的能量分开，也称为线粒体质子泄漏。 UCP促进阴离子从内线粒体向外线粒体膜的转移以及质子从外线向内线粒体膜的返回转移。它们还降低哺乳动物细胞中的线粒体膜电位。不同的UCP具有组织特异性表达;该基因主要在骨骼肌中表达。该基因的蛋白质产物被假定为保护线粒体免于脂质诱导的氧化应激。当脂肪酸提供给线粒体的氧化能力超过其氧化能力时，该基因的表达水平增加，并且该蛋白质能够从线粒体输出脂肪酸。 UCP含有通常在MACP中发现的三个solcar蛋白结构域。已发现该基因有两种剪接变体[由RefSeq，Nov 2008提供] From UniProt：UCP是线粒体转运蛋白，其在线粒体内膜上产生质子泄漏，从而解偶联氧化磷酸化。结果，能量以热量的形式消散。可能在调节组织呼吸控制中起作用。参与产热和能量平衡。<> <>	0
TTR	The TTR gene provides instructions for producing a protein called transthyretin. This protein transports vitamin A (retinol) and a hormone called thyroxine throughout the body. To transport thyroxine, four transthyretin proteins must be attached (bound) to each other to form a four-protein unit (tetramer). To transport retinol, transthyretin must form a tetramer and also bind to retinol binding protein. Transthyretin is produced primarily in the liver. A small amount of this protein is produced in an area of the brain called the choroid plexus and in the light-sensitive tissue that lines the back of the eye (the retina).<> <>	TTR基因提供了产生称为转甲状腺素蛋白的蛋白质的说明。这种蛋白质在整个身体内传输维生素A（视黄醇）和称为甲状腺素的激素。为了运输甲状腺素，必须将四个转甲状腺素蛋白相互连接（结合）形成四蛋白单元（四聚体）。为了转运视黄醇，转甲状腺素蛋白必须形成四聚体并且还与视黄醇结合蛋白结合。转甲状腺素蛋白主要在肝脏中产生。少量的这种蛋白质产生于大脑中称为脉络丛的区域和在眼睛后部（视网膜）排列的光敏组织中。<> <>	0
TTN	The TTN gene provides instructions for making a very large protein called titin. This protein plays an important role in muscles the body uses for movement (skeletal muscles) and in heart (cardiac) muscle. Slightly different versions (called isoforms) of titin are made in different muscles.Within muscle cells, titin is an essential component of structures called sarcomeres. Sarcomeres are the basic units of muscle contraction; they are made of proteins that generate the mechanical force needed for muscles to contract. Titin has several functions within sarcomeres. One of the protein's main jobs is to provide structure, flexibility, and stability to these cell structures. Titin interacts with other muscle proteins, including actin and myosin, to keep the components of sarcomeres in place as muscles contract and relax. Titin also contains a spring-like region that allows muscles to stretch. Additionally, researchers have found that titin plays a role in chemical signaling and in assembling new sarcomeres.<> <>	TTN基因对应的是一个称为肌联蛋白（titin）的蛋白质。这种蛋白质非常大，在人体骨骼肌和心肌中起重要作用，在不同的肌肉组织中形成一些不同的异构体。在肌肉细胞中，肌联蛋白是肌节结构重要的组成部分，肌节是肌肉收缩的基本单位，它们由蛋白质构成，产生肌肉收缩所需的机械力。肌联蛋白在肌节中有几个功能，主要功能之一是为细胞提供结构，灵活性和稳定性。肌动蛋白与其他肌肉蛋白质，包括肌动蛋白和肌球蛋白相互作用，在肌肉收缩和放松时保持肌节结构。此外，研究人员发现，肌联蛋白在化学信号传导和组装新肌节中发挥作用	1
TTC8	From NCBI Gene:This gene encodes a protein that has been directly linked to Bardet-Biedl syndrome. The primary features of this syndrome include retinal dystrophy, obesity, polydactyly, renal abnormalities and learning disabilities. Experimentation in non-human eukaryotes suggests that this gene is expressed in ciliated cells and that it is involved in the formation of cilia. A mutation in this gene has also been implicated in nonsyndromic retinitis pigmentosa. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]From UniProt:The BBSome complex is thought to function as a coat complex required for sorting of specific membrane proteins to the primary cilia. The BBSome complex is required for ciliogenesis but is dispensable for centriolar satellite function. This ciliogenic function is mediated in part by the Rab8 GDP/GTP exchange factor, which localizes to the basal body and contacts the BBSome. Rab8(GTP) enters the primary cilium and promotes extension of the ciliary membrane. Firstly the BBSome associates with the ciliary membrane and binds to RAB3IP/Rabin8, the guanosyl exchange factor (GEF) for Rab8 and then the Rab8-GTP localizes to the cilium and promotes docking and fusion of carrier vesicles to the base of the ciliary membrane. The BBSome complex, together with the LTZL1, controls SMO ciliary trafficking and contributes to the sonic hedgehog (SHH) pathway regulation. Required for proper BBSome complex assembly and its ciliary localization.<> <>	来自NCBI基因：该基因编码与Bardet-Biedl综合征直接相关的蛋白质。这种综合症的主要特征包括视网膜营养不良，肥胖，多指，肾脏异常和学习障碍。在非人类真核生物中的实验表明，该基因在纤毛细胞中表达并且参与纤毛的形成。该基因的突变也与非综合征性视网膜色素变性有关。选择性剪接产生多种转录本变体。 [由RefSeq，2014年1月提供]来自UniProt：BBSome复合物被认为是将特定膜蛋白分选至初级纤毛所需的外壳复合物。 BBSome复合体是纤维发生所必需的，但对于中心卫星功能是不必要的。这种致纤维化功能部分由Rab8 GDP / GTP交换因子介导，该交换因子定位于基底体并与BBSome接触。 Rab8（GTP）进入初级纤毛并促进睫状膜的延伸。首先，BBSome与睫状膜结合并结合RAB3IP / Rabin8，Rab8的鸟苷基交换因子（GEF），然后Rab8-GTP定位于纤毛并促进载体囊泡与睫状膜基底的对接和融合。 BBSome复合物与LTZL1一起控制SMO纤毛运输并促成声刺猬（SHH）通路调节。正确BBSome复杂的装配和它的纤维定位所需的<> <>	0
TRIM32	From NCBI Gene:The protein encoded by this gene is a member of the tripartite motif (TRIM) family. The TRIM motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. The protein localizes to cytoplasmic bodies. The protein has also been localized to the nucleus, where it interacts with the activation domain of the HIV-1 Tat protein. The Tat protein activates transcription of HIV-1 genes. [provided by RefSeq, Jul 2008]From UniProt:Has an E3 ubiquitin ligase activity. Ubiquitinates DTNBP1 (dysbindin) and promotes its degradation. May ubiquitinate BBS2. May play a significant role in mediating the biological activity of the HIV-1 Tat protein in vivo. Binds specifically to the activation domain of HIV-1 Tat and can also interact with the HIV-2 and EIAV Tat proteins in vivo.<> <>	来自NCBI基因：由该基因编码的蛋白质是三联基序（TRIM）家族的成员。 TRIM基序包括三个锌结合域，一个RING，一个B型盒子1和一个B型盒子2，以及一个卷曲螺旋区域。蛋白质定位于细胞质体。蛋白质也被定位于细胞核，它与HIV-1 Tat蛋白的激活结构域相互作用。 Tat蛋白激活HIV-1基因的转录。 [由RefSeq提供，2008年7月]来自UniProt：具有E3泛素连接酶活性。泛素化DTNBP1（dysbindin）并促进其降解。可能泛素BBS2。可能在体内介导HIV-1 Tat蛋白的生物活性中起重要作用。特异性绑定到HIV-1 Tat的激活结构域，并且还可以在体内与HIV-2和EIAV Tat蛋白相互作用。<> <>	0
TRIB1	From UniProt:Adapter protein involved in protein degradation by interacting with COP1 ubiquitin ligase (PubMed:27041596). The COP1-binding motif is masked by autoinhibitory interactions with the protein kinase domain (PubMed:26455797). Serves to alter COP1 substrate specificity by directing the activity of COP1 toward CEBPA (PubMed:27041596). Binds selectively the recognition sequence of CEBPA (PubMed:26455797). Regulates myeloid cell differentiation by altering the expression of CEBPA in a COP1-dependent manner (By similarity). Controls macrophage, eosinophil and neutrophil differentiation via the COP1-binding domain (By similarity). Interacts with MAPK kinases and regulates activation of MAP kinases, but has no kinase activity (PubMed:15299019, PubMed:26455797).<> <>	来自UniProt：通过与COP1泛素连接酶相互作用参与蛋白质降解的衔接蛋白（PubMed：27041596）。 COP1结合基序被与蛋白激酶结构域的自身抑制相互作用所掩盖（PubMed：26455797）。通过将COP1的活性导向CEBPA来改变COP1底物特异性（PubMed：27041596）。选择性结合CEBPA的识别序列（PubMed：26455797）。通过以COP1依赖性方式改变CEBPA的表达来调节髓样细胞分化（通过相似性）。通过COP1结合结构域控制巨噬细胞，嗜酸性粒细胞和嗜中性粒细胞的分化（通过相似性）。与MAPK激酶相互作用并调节MAP激酶的活化，但没有激酶活性（PubMed：15299019，PubMed：26455797）。<> <>	0
TRDN	From NCBI Gene:This gene encodes an integral membrane protein that contains a single transmembrane domain. As similar protein in rabbits plays a role in skeletal muscle excitation-contraction coupling as part of the calcium release complex in association with the ryanodine receptor. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene, and single nucleotide polymorphisms in this gene may be markers for IgA nephritis. [provided by RefSeq, Oct 2011]From UniProt:Contributes to the regulation of lumenal Ca2+ release via the sarcoplasmic reticulum calcium release channels RYR1 and RYR2, a key step in triggering skeletal and heart muscle contraction. Required for normal organization of the triad junction, where T-tubules and the sarcoplasmic reticulum terminal cisternae are in close contact (By similarity). Required for normal skeletal muscle strength. Plays a role in excitation-contraction coupling in the heart and in regulating the rate of heart beats.<> <>	来自NCBI基因：该基因编码含有单个跨膜结构域的整合膜蛋白。由于兔子中的类似蛋白在骨骼肌兴奋 - 收缩偶联中起作用，作为与ryanodine受体结合的钙释放复合物的一部分。已经观察到编码多种同种型的剪接转录物变体，该基因中的单核苷酸多态性可能是IgA肾炎的标志物。 [由RefSeq提供，2011年10月]来自UniProt：通过肌浆网钙释放通道RYR1和RYR2调节腔内Ca2 +释放，这是触发骨骼肌和心肌收缩的关键步骤。正常组织三联连接时需要T管与肌质网终端池密切接触（相似性）。正常的骨骼肌力量需要。在心脏的兴奋 - 收缩耦合中起作用，并且调节心脏跳动的频率。<> <>	0
TPM1	From NCBI Gene:This gene is a member of the tropomyosin family of highly conserved, widely distributed actin-binding proteins involved in the contractile system of striated and smooth muscles and the cytoskeleton of non-muscle cells. Tropomyosin is composed of two alpha-helical chains arranged as a coiled-coil. It is polymerized end to end along the two grooves of actin filaments and provides stability to the filaments. The encoded protein is one type of alpha helical chain that forms the predominant tropomyosin of striated muscle, where it also functions in association with the troponin complex to regulate the calcium-dependent interaction of actin and myosin during muscle contraction. In smooth muscle and non-muscle cells, alternatively spliced transcript variants encoding a range of isoforms have been described. Mutations in this gene are associated with type 3 familial hypertrophic cardiomyopathy. [provided by RefSeq, Jul 2008]From UniProt:Binds to actin filaments in muscle and non-muscle cells (PubMed:23170982). Plays a central role, in association with the troponin complex, in the calcium dependent regulation of vertebrate striated muscle contraction (PubMed:23170982). Smooth muscle contraction is regulated by interaction with caldesmon. In non-muscle cells is implicated in stabilizing cytoskeleton actin filaments.<> <>	来自NCBI基因：该基因是高度保守的广泛分布的肌动蛋白结合蛋白的原肌球蛋白家族成员，该蛋白涉及横纹肌和平滑肌的收缩系统以及非肌细胞的细胞骨架。原肌球蛋白由两个排列为卷曲螺旋的α-螺旋链组成。它沿着肌动蛋白丝的两个凹槽首尾聚合并为丝提供稳定性。编码的蛋白质是形成横纹肌的主要原肌球蛋白的α型螺旋链中的一种，其在肌肉收缩期间还与肌钙蛋白复合物协同以调节肌动蛋白和肌球蛋白的钙依赖性相互作用。在平滑肌和非肌肉细胞中，描述了编码一系列同种型的剪接转录物变体。该基因突变与3型家族性肥厚型心肌病有关。 [由RefSeq提供，2008年7月]来自UniProt：绑定肌肉和非肌肉细胞中的肌动蛋白丝（PubMed：23170982）。与肌钙蛋白复合物相关，在脊椎动物横纹肌收缩的钙依赖性调节中发挥重要作用（PubMed：23170982）。平滑肌收缩受Caldesmon相互作用的调节。在非肌肉细胞中牵涉稳定细胞骨架肌动蛋白丝。<> <>	0
TNNT2	The TNNT2 gene provides instructions for making a protein called cardiac troponin T, which is found solely in the heart (cardiac) muscle. Cardiac troponin T is one of three proteins that make up the troponin protein complex in cardiac muscle cells. The troponin complex is part of a structure called the sarcomere, which is the basic unit of muscle contraction. Sarcomeres are made up of thick and thin filaments. The overlapping thick and thin filaments attach (bind) to each other and release, which allows the filaments to move relative to one another so that muscles can contract. The troponin complex, along with calcium, helps regulate contraction of cardiac muscle.For the heart to beat normally, cardiac muscle must contract and relax in a coordinated way. Cardiac troponin T helps coordinate contraction of the heart muscle. When calcium levels are low, the troponin complex binds to the thin filament in sarcomeres, which blocks the interaction between the thick and thin filaments that is needed for muscle contraction. An increase in calcium levels causes structural changes in the troponin complex, which allows the thick and thin filaments to interact, leading to contraction of the heart muscle.<> <>	TNNT2基因提供了制造蛋白质的说明，该蛋白质称为心肌肌钙蛋白T，该蛋白质仅在心脏（心脏）肌肉中找到。心肌肌钙蛋白T是组成肌肉细胞中肌钙蛋白复合物的三种蛋白之一。肌钙蛋白复合物是称为肌节的结构的一部分，肌节是肌肉收缩的基本单位。 Sarcomeres由粗细丝组成。重叠的粗细丝彼此附着（结合）并释放，这允许细丝相对于彼此移动，使得肌肉可以收缩。肌钙蛋白复合物与钙一起帮助调节心肌收缩。对于心脏正常跳动，心肌必须以协调的方式收缩和松弛。心脏肌钙蛋白T有助于协调心肌收缩。当钙水平低时，肌钙蛋白复合物与肌节中的细丝结合，这阻断了肌肉收缩所需的粗细丝之间的相互作用。钙水平的升高引起肌钙蛋白复合物的结构改变，其允许粗细丝相互作用，导致心肌收缩。<> <>	0
TNNI3K	From NCBI Gene:This gene encodes a protein that belongs to the MAP kinase kinase kinase (MAPKKK) family of protein kinases. The protein contains ankyrin repeat, protein kinase and serine-rich domains and is thought to play a role in cardiac physiology. [provided by RefSeq, Sep 2012]From UniProt:May play a role in cardiac physiology.<> <>	来自NCBI基因：该基因编码属于MAP激酶激酶激酶（MAPKKK）蛋白激酶家族的蛋白质。该蛋白质含有锚蛋白重复序列​​，蛋白激酶和富含丝氨酸的结构域，被认为在心脏生理学中起作用。 [由RefSeq提供，2012年9月]来自UniProt：可能在心脏生理学中发挥作用<> <>	0
TNNI3	The TNNI3 gene provides instructions for making a protein called cardiac troponin I, which is found solely in the heart (cardiac) muscle. Cardiac troponin I is one of three proteins that make up the troponin protein complex in cardiac muscle cells. The troponin complex is associated with a structure called the sarcomere, which is the basic unit of muscle contraction. Sarcomeres are made up of thick and thin filaments. The overlapping thick and thin filaments attach (bind) to each other and release, which allows the filaments to move relative to one another so that muscles can contract. The troponin complex, along with calcium, helps regulate tensing (contraction) of cardiac muscle.For the heart to beat normally, cardiac muscle must contract and relax in a coordinated way. Cardiac troponin I helps to coordinate contraction of the heart. When calcium levels are low, the troponin complex binds to the thin filament. This binding blocks the interaction between the thick and thin filaments that is needed for muscle contraction. An increase in calcium levels causes structural changes in another troponin complex protein called troponin C, which then triggers the troponin complex to detach from the thin filament, allowing the heart muscle to contract.<> <>	TNNI3基因提供了制造心肌肌钙蛋白I的模板，该蛋白质只能在心肌中找到。心肌肌钙蛋白I是组成肌肉细胞中肌钙蛋白复合物的三种蛋白之一。肌钙蛋白复合物与称为肌节的结构相关，肌节是肌肉收缩的基本单位，由粗细丝组成。重叠的粗细丝彼此附着或释放，这允许细丝相对于彼此移动，使得肌肉可以收缩。肌钙蛋白复合物与钙一起有助于调节心肌的舒张与收缩。为使心脏正常跳动，心肌必须以协调的方式收缩和舒张。心脏肌钙蛋白I有助于协调心脏的收缩。当钙水平低时，肌钙蛋白复合物结合到细丝上。这种结合阻断了肌肉收缩所需的粗细丝之间的相互作用。钙水平升高导致另一种肌钙蛋白复合物蛋白质结构发生变化，称为肌钙蛋白C，然后触发肌钙蛋白复合物与细丝脱离，使心肌收缩。	1
TNNC1	From NCBI Gene:Troponin is a central regulatory protein of striated muscle contraction, and together with tropomyosin, is located on the actin filament. Troponin consists of 3 subunits: TnI, which is the inhibitor of actomyosin ATPase; TnT, which contains the binding site for tropomyosin; and TnC, the protein encoded by this gene. The binding of calcium to TnC abolishes the inhibitory action of TnI, thus allowing the interaction of actin with myosin, the hydrolysis of ATP, and the generation of tension. Mutations in this gene are associated with cardiomyopathy dilated type 1Z. [provided by RefSeq, Oct 2008]From UniProt:Troponin is the central regulatory protein of striated muscle contraction. Tn consists of three components: Tn-I which is the inhibitor of actomyosin ATPase, Tn-T which contains the binding site for tropomyosin and Tn-C. The binding of calcium to Tn-C abolishes the inhibitory action of Tn on actin filaments.<> <>	来自NCBI基因：肌钙蛋白是横纹肌收缩的中心调节蛋白，并与原肌球蛋白一起位于肌动蛋白丝上。肌钙蛋白由3个亚基组成：肌球蛋白ATP酶抑制剂TnI; TnT，其含有原肌球蛋白的结合位点;和由该基因编码的蛋白质TnC。钙与TnC的结合消除了TnI的抑制作用，从而允许肌动蛋白与肌球蛋白的相互作用，ATP的水解和张力的产生。该基因突变与心肌病扩张型1Z相关。 [由RefSeq提供，2008年10月]来自UniProt：肌钙蛋白是横纹肌收缩的中枢调节蛋白。 Tn由三部分组成：肌动球蛋白ATP酶抑制剂Tn-I，含有原肌球蛋白和Tn-C结合位点的Tn-T。钙与Tn-C的结合消除了Tn对肌动蛋白丝的抑制作用	0
TMPO	From NCBI Gene:The protein encoded by this gene resides in the nucleus and may play a role in the assembly of the nuclear lamina, and thus help maintain the structural organization of the nuclear envelope. It may function as a receptor for the attachment of lamin filaments to the inner nuclear membrane. Mutations in this gene are associated with dilated cardiomyopathy. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, May 2010]From UniProt: LAP2A_HUMAN:May be involved in the structural organization of the nucleus and in the post-mitotic nuclear assembly. Plays an important role, together with LMNA, in the nuclear anchorage of RB1.TP and TP5 may play a role in T-cell development and function. TP5 is an immunomodulating pentapeptide.<>From UniProt: LAP2B_HUMAN:Thymopoietin (TP) and Thymopentin (TP5) may play a role in T-cell development and function. TP5 is an immunomodulating pentapeptide.May help direct the assembly of the nuclear lamina and thereby help maintain the structural organization of the nuclear envelope. Possible receptor for attachment of lamin filaments to the inner nuclear membrane. May be involved in the control of initiation of DNA replication through its interaction with NAKAP95.<> <>	来自NCBI基因：由该基因编码的蛋白质存在于细胞核中，并且可能在核层的组装中起作用，从而有助于维持核膜的结构组织。它可以用作将核纤层丝附着到内核膜上的受体。该基因突变与扩张型心肌病有关。已经注意到该基因的编码不同同种型的剪接转录物变体。 [由RefSeq，2010年5月提供]来自UniProt：LAP2A_HUMAN：可能参与细胞核的结构组织和有丝分裂后的核组装。与LMNA一起在RB1的核锚定中发挥重要作用.TP和TP5可能在T细胞发育和功能中起作用。 TP5是一种免疫调节五肽。<>来自UniProt：LAP2B_HUMAN：胸腺生成素（TP）和胸腺五肽（TP5）可能在T细胞发育和功能中发挥作用。 TP5是一种免疫调节五肽。可能有助于指导核层的组装，从而帮助维持核膜的结构组织。将核纤层丝附着到内核膜上的可能的受体。可能通过与NAKAP95的相互作用参与DNA复制起始的控制。<> <>	0
TMEM67	From NCBI Gene:The protein encoded by this gene localizes to the primary cilium and to the plasma membrane. The gene functions in centriole migration to the apical membrane and formation of the primary cilium. Multiple transcript variants encoding different isoforms have been found for this gene. Defects in this gene are a cause of Meckel syndrome type 3 (MKS3) and Joubert syndrome type 6 (JBTS6). [provided by RefSeq, Nov 2008]From UniProt:Required for ciliary structure and function. Part of the tectonic-like complex which is required for tissue-specific ciliogenesis and may regulate ciliary membrane composition (By similarity). Involved in centrosome migration to the apical cell surface during early ciliogenesis. Involved in the regulation of cilia length and appropriate number through the control of centrosome duplication. Required for cell branching morphology. Essential for endoplasmic reticulum-associated degradation (ERAD) of surfactant protein C (SFTPC).<> <>	来自NCBI基因：由该基因编码的蛋白质定位于初级纤毛和质膜。该基因在中心向顶膜迁移和初级纤毛形成中起作用。已发现编码不同同种型的多种转录物变体用于该基因。该基因的缺陷是梅克尔3型综合征（MKS3）和Joubert综合征6型（JBTS6）的原因。 [由RefSeq，2008年11月提供]来自UniProt：睫状结构和功能需要。作为组织特异性纤毛发生所需要的构造样复合物的一部分，并且可以调节睫状膜组成（通过相似性）。在早期纤毛发生期间参与中心体向顶端细胞表面的迁移。通过控制中心体重复参与调控纤毛长度和适当的数量。细胞分支形态是必需的。表面活性蛋白C（SFTPC）的内质网相关降解（ERAD）必不可少。<> <>	0
TMEM43	From NCBI Gene:This gene belongs to the TMEM43 family. Defects in this gene are the cause of familial arrhythmogenic right ventricular dysplasia type 5 (ARVD5), also known as arrhythmogenic right ventricular cardiomyopathy type 5 (ARVC5). Arrhythmogenic right ventricular dysplasia is an inherited disorder, often involving both ventricles, and is characterized by ventricular tachycardia, heart failure, sudden cardiac death, and fibrofatty replacement of cardiomyocytes. This gene contains a response element for PPAR gamma (an adipogenic transcription factor), which may explain the fibrofatty replacement of the myocardium, a characteristic pathological finding in ARVC. [provided by RefSeq, Oct 2008]From UniProt:May have an important role in maintaining nuclear envelope structure by organizing protein complexes at the inner nuclear membrane. Required for retaining emerin at the inner nuclear membrane.<> <>	来自NCBI基因：该基因属于TMEM43家族。该基因缺陷是家族性致心律失常性右心室发育不良5型（ARVD5）的病因，也称为致心律失常性右心室心肌病5型（ARVC5）。致心律失常性右心室发育不良是一种遗传性疾病，通常累及心室，其特征为室性心动过速，心力衰竭，心脏性猝死和心肌细胞纤维脂肪替代。该基因含有PPARγ（一种脂肪生成转录因子）的应答元件，这可能解释了心肌的纤维脂肪替代，这是ARVC中的一种特征性病理发现。 [由RefSeq，2008年10月提供]来自UniProt：可能通过在内核膜上组织蛋白质复合物来维持核包膜结构中起重要作用。需要保留内核核膜。<> <>	0
